HKL Value		Reward		TotalReward	Chi Squared	Z Appr. 	Error	Two-Thetas	Sfs2
3 1 1			0.0		0.0		0.0		0.2	0.5239	28.3131072915	41.7464
1 3 7			0.0		0.0		0.28		0.18465	0.1893	39.2755843192	5.3372
2 6 4			0.08		0.08		0.11		0.26067	0.8772	60.3635846112	78.02
6 0 8			0.02		0.1		0.08		0.26282	2.9234	64.163237895	5.3359
5 3 7			0.01		0.11		0.06		0.26225	0.2523	60.5057581853	5.4388
1 3 9			0.01		0.12		0.05		0.26204	0.2622	45.3040218183	7.1674
0 4 4			0.0		0.12		0.04		0.26243	0.8482	39.0545896029	78.0016
3 3 3			-0.0		0.11		0.05		0.2627	0.8081	39.7679129272	70.9373
1 3 3			-0.01		0.1		0.06		0.26033	0.7045	30.3940112777	66.1614
3 1 9			-0.01		0.1		0.06		0.25219	0.36	45.2950695798	8.7768
4 2 8			0.0		0.1		0.06		0.25374	0.7605	51.4203212226	2.5419
1 1 7			0.0		0.1		0.06		0.25316	0.2012	29.7561292971	6.5386
3 3 7			-0.03		0.07		0.09		0.25295	0.1558	47.1418707618	3.5073
0 6 8			0.0		0.07		0.08		0.2531	0.7694	64.1950429677	5.6946
7 1 7			0.0		0.08		0.08		0.25293	0.3505	72.2660298289	5.0526
1 5 9			-0.17		-0.09		0.24		0.25727	0.4394	58.984264935	17.7365
1 3 15			0.0		-0.09		0.24		0.25694	0.2862	67.3623786269	8.1809
4 0 4			0.01		-0.08		0.23		0.257	1.2165	39.0343929222	79.1487
3 1 15			0.0		-0.08		0.22		0.25674	0.2871	67.3554895111	7.7692
3 7 3			0.0		-0.08		0.22		0.25664	0.8954	72.6346668965	71.6226
2 4 12			-0.08		-0.16		0.3		0.25683	0.2205	63.4791913795	4.8908
5 1 7			0.01		-0.15		0.29		0.25684	0.2609	54.1000446603	4.252
3 5 7			0.01		-0.15		0.27		0.25679	0.2309	60.5203777188	5.6046
4 4 2			0.0		-0.15		0.27		0.25679	1.2125	52.0311030722	128.6454
0 2 8			-0.01		-0.16		0.28		0.25699	0.1155	35.7619852008	1.7384
2 4 8			0.0		-0.15		0.27		0.25705	0.1687	51.4325245866	2.4593
1 7 7			0.0		-0.15		0.27		0.25613	0.4353	72.3061031614	6.1143
3 1 3			0.0		-0.15		0.26		0.25604	1.2003	30.3814370344	67.5761
5 5 7			0.0		-0.15		0.26		0.25547	0.6639	72.2860687267	4.3062
0 2 0			-0.01		-0.16		0.27		0.25547	1.4407	17.6394681947	177.2483
2 2 2			-0.0		-0.16		0.27		0.25549	1.1162	26.2109248846	125.5642
1 3 1			0.0		-0.15		0.27		0.25553	0.5324	28.3265170018	42.1271
3 3 9			-0.02		-0.17		0.28		0.25539	0.3816	52.4524123761	12.0632
2 0 0			-0.01		-0.19		0.3		0.25539	2.02	17.6289686615	175.6782
5 5 3			0.0		-0.19		0.3		0.255	0.8107	66.8760743485	64.1048
0 6 0			-1.3		-1.48		1.6		0.255	1.4277	54.7714555341	59.4019
2 0 8			0.02		-1.47		1.56		0.25514	0.1665	35.7565424018	1.5727
3 1 7			0.02		-1.45		1.52		0.25502	0.257	39.2655360855	5.205
7 3 3			0.02		-1.43		1.48		0.25497	1.9283	72.601334037	69.5466
6 0 12			0.02		-1.41		1.45		0.25504	0.5892	74.995462768	0.9301
